name,raw_R_entropy,raw_G_entropy,raw_B_entropy,raw_total_objects,raw_total_area,masked_R_entropy,masked_G_entropy,masked_B_entropy,masked_total_objects,masked_total_area,cloud_area,cloud_percentage,R_entropy_diff,G_entropy_diff,B_entropy_diff,total_objects_diff,delta_no
ImgROI_0_Tile_00_Date_20240603.tif,7.955149541643375,7.672452671313777,7.386339114530689,45,32792,7.216586704440648,7.217710156384407,7.151470789627781,134,43132,0,0.0,0.7385628372027266,0.4547425149293698,0.23486832490290865,89,197.77777777777777
ImgROI_1000_Tile_00_Date_20240603.tif,8.552266797495488,8.182454036893029,7.8626736801189,13,11103,5.47188016447783,5.653224053265075,5.791670433121019,27,118851,37690,14.38,3.0803866330176577,2.529229983627954,2.071003246997881,14,107.6923076923077
ImgROI_1001_Tile_00_Date_20240603.tif,7.13226564476935,6.3734691355809545,5.917983426807323,29,272295,6.657724271924752,6.736443472840001,6.751603845625848,7,269111,0,0.0,0.4745413728445982,-0.3629743372590468,-0.8336204188185246,-22,-75.86206896551724
ImgROI_1002_Tile_00_Date_20240603.tif,9.598939287283429,9.476136190807686,9.5137504470277,0,0,0.0518759625884914,0.0518759625884914,0.0518759625884914,0,0,243103,92.74,9.547063324694937,9.424260228219195,9.461874484439209,0,0.0
ImgROI_1003_Tile_00_Date_20240603.tif,9.712341944949944,9.416096095382729,9.207639039193708,34,44287,1.2509104194042229,1.1993068101160844,1.1647356541066982,43,95616,104406,39.83,8.461431525545722,8.216789285266644,8.04290338508701,9,26.47058823529412
ImgROI_1004_Tile_00_Date_20240603.tif,9.397921461446336,9.030328078465452,8.773413510466353,21,40940,3.060811180499178,3.0212588771313404,3.0004104460780825,22,165790,48016,18.32,6.337110280947158,6.009069201334111,5.773003064388271,1,4.761904761904762
ImgROI_1005_Tile_00_Date_20240603.tif,7.37610393554302,6.378028499641698,6.168463613523666,35,269685,6.710188715530514,6.6410886025194245,6.711219530586205,10,328248,0,0.0,0.6659152200125051,-0.2630601028777262,-0.5427559170625393,-25,-71.42857142857143
ImgROI_1006_Tile_00_Date_20240603.tif,10.00893341780381,9.860906943907338,9.875966896446023,4,1441,0.0518759625884914,0.0518759625884914,0.0518759625884914,0,0,209504,79.92,9.957057455215319,9.809030981318847,9.824090933857532,-4,-100.0
ImgROI_1007_Tile_00_Date_20240603.tif,10.319753769366477,9.99306246804255,9.873288258406262,28,30313,1.9186654511778167,1.9398547572817733,1.9581215908826652,47,114174,136139,51.93,8.401088318188659,8.053207710760777,7.9151666675235965,19,67.85714285714286
ImgROI_1008_Tile_00_Date_20240603.tif,9.567298641000283,9.142011882135558,8.913921316293292,31,35888,6.673473662423651,6.7212454682612055,6.705861895857446,65,252020,85879,32.76,2.8938249785766326,2.420766413874352,2.2080594204358466,34,109.6774193548387
ImgROI_1009_Tile_00_Date_20240603.tif,9.35085478734521,8.921209975716968,8.672904131609073,47,54869,7.290407423137307,7.224223320277757,7.209338388594051,57,228401,65333,24.92,2.060447364207903,1.6969866554392112,1.463565743015022,10,21.27659574468085
ImgROI_100_Tile_00_Date_20240603.tif,9.020237459983694,8.46271115637007,8.182924086060217,213,300384,6.517788356715549,6.522661280297297,6.475733535941007,121,356242,10202,3.89,2.5024491032681446,1.9400498760727727,1.7071905501192095,-92,-43.1924882629108
ImgROI_1010_Tile_00_Date_20240603.tif,6.591991628920471,5.817659807638775,5.42881825789058,43,348879,6.472856283942402,6.5168195016549175,6.466284198834921,12,383745,0,0.0,0.11913534497806921,-0.6991596940161422,-1.0374659409443412,-31,-72.09302325581395
ImgROI_1011_Tile_00_Date_20240603.tif,7.993902350785449,7.728476635517273,7.667562365596103,2,438,6.304424224554535,6.276619719670668,6.2302788609358455,13,9405,37354,14.25,1.689478126230914,1.451856915846605,1.4372835046602574,11,550.0
ImgROI_1012_Tile_00_Date_20240603.tif,9.849181046990308,9.543301607031978,9.424718204113317,22,12901,2.759269012914398,2.7770072354225763,2.7880725331720404,70,126251,144995,55.31,7.08991203407591,6.766294371609401,6.636645670941276,48,218.18181818181816
ImgROI_1013_Tile_00_Date_20240603.tif,6.929479983257041,6.44830014194268,6.028421892670558,10,21874,6.053652105718125,6.051576551413147,6.043862841936709,4,19239,6659,2.54,0.8758278775389154,0.39672359052953343,-0.015440949266150916,-6,-60.0
ImgROI_1014_Tile_00_Date_20240603.tif,9.106215178889348,8.731943797226648,8.39787463935053,35,45530,6.5928783750550135,6.577642120637117,6.574767642272451,43,67085,75834,28.93,2.513336803834335,2.1543016765895313,1.8231069970780789,8,22.857142857142858
ImgROI_1015_Tile_00_Date_20240603.tif,8.608061820304071,7.787574079569628,7.470659081324715,96,221242,4.9315815950198765,4.97414955388556,5.007674095824692,125,209618,35834,13.67,3.6764802252841946,2.813424525684068,2.4629849855000234,29,30.208333333333332
ImgROI_1016_Tile_00_Date_20240603.tif,8.600411210933652,8.143313782880911,7.88479825349881,67,148030,7.1926657906087295,7.172689437427686,7.167758087702092,95,216692,76633,29.23,1.4077454203249227,0.9706243454532251,0.7170401657967185,28,41.7910447761194
ImgROI_1017_Tile_00_Date_20240603.tif,7.870068715734188,7.083612140302859,6.783554771883225,130,340313,7.285719320590808,7.291244958477608,7.260195891987211,116,333795,0,0.0,0.5843493951433798,-0.20763281817474954,-0.4766411201039853,-14,-10.76923076923077
ImgROI_1018_Tile_00_Date_20240603.tif,8.87978878541218,8.751880243514451,8.790338278145477,5,4445,2.062446468137806,2.0261341765655745,2.13948456994716,5,4815,163965,62.55,6.817342317274374,6.725746066948877,6.650853708198317,0,0.0
ImgROI_1019_Tile_00_Date_20240603.tif,9.138719507737784,8.82181515431583,8.542393255450477,66,145697,2.728073365296291,2.789967251566821,2.7411622912372287,49,257772,104454,39.85,6.410646142441493,6.031847902749009,5.801230964213248,-17,-25.757575757575758
ImgROI_101_Tile_00_Date_20240603.tif,8.428343631943942,8.188436098366523,8.088523860886255,37,11622,0.4617989126607483,0.4080385520983272,0.3703717925102092,24,22288,108516,41.4,7.966544719283194,7.780397546268196,7.718152068376046,-13,-35.13513513513514
ImgROI_1020_Tile_00_Date_20240603.tif,9.075822101487038,8.877384314283656,8.865011492463681,37,35636,0.0518759625884914,0.0518759625884914,0.0518759625884914,0,0,40245,15.35,9.023946138898546,8.825508351695165,8.81313552987519,-37,-100.0
ImgROI_1021_Tile_00_Date_20240603.tif,8.675566190590285,8.582314174368008,8.335506363796378,84,56320,0.0518759625884914,0.0518759625884914,0.0518759625884914,0,0,134833,51.43,8.623690228001793,8.530438211779517,8.283630401207887,-84,-100.0
ImgROI_1022_Tile_00_Date_20240603.tif,8.680783716618436,8.57252015989314,8.176606211273649,173,175407,5.780132401938511,5.731126830863425,5.718599313454531,139,234871,56654,21.61,2.9006513146799247,2.8413933290297146,2.458006897819118,-34,-19.653179190751445
ImgROI_1023_Tile_00_Date_20240603.tif,8.695476827573495,8.729008535808921,8.219927204971798,168,221217,4.874302396497205,4.835662345204235,4.843774184688996,82,146567,67999,25.94,3.8211744310762903,3.893346190604686,3.3761530202828016,-86,-51.19047619047619
ImgROI_1024_Tile_00_Date_20240603.tif,6.820628354054165,6.8509117788085,6.209748932819454,308,292592,6.992951288977327,6.952039837117936,6.93166695124271,221,220778,0,0.0,-0.1723229349231623,-0.10112805830943561,-0.7219180184232563,-87,-28.246753246753247
ImgROI_1025_Tile_00_Date_20240603.tif,7.532761075946794,7.184068610981461,6.639274532636936,108,290882,6.647712872594119,6.579854917008833,6.6468880799711165,99,278606,22661,8.64,0.8850482033526745,0.6042136939726275,-0.007613547334180737,-9,-8.333333333333332
ImgROI_1026_Tile_00_Date_20240603.tif,8.687135070598751,8.405377358054691,8.285522707079876,15,21727,0.0518759625884914,0.0518759625884914,0.0518759625884914,29,17637,125602,47.91,8.63525910801026,8.3535013954662,8.233646744491384,14,93.33333333333333
ImgROI_1027_Tile_00_Date_20240603.tif,9.31277306441925,9.144796684418507,8.909304163139849,58,91489,1.3583553025727346,1.3638282009819578,1.3774753463207183,57,93425,130051,49.61,7.954417761846516,7.780968483436549,7.5318288168191305,-1,-1.7241379310344827
ImgROI_1028_Tile_00_Date_20240603.tif,7.49660371968487,6.901980863760614,6.056138337236416,134,366979,6.386417142591962,6.368837267852392,6.383263909207632,122,374881,0,0.0,1.1101865770929082,0.5331435959082222,-0.32712557197121583,-12,-8.955223880597014
ImgROI_1029_Tile_00_Date_20240603.tif,8.171182789291581,7.543397041144733,7.190162803114727,76,179098,7.3216731876064705,7.333614064708743,7.39325223751837,67,151365,14983,5.72,0.8495096016851109,0.20978297643598953,-0.20308943440364313,-9,-11.842105263157894
ImgROI_102_Tile_00_Date_20240603.tif,8.006029250756002,7.543431502275752,7.123101537752311,188,222282,7.851537723717072,7.938479675192364,7.971073862800057,117,551870,0,0.0,0.15449152703893088,-0.39504817291661265,-0.8479723250477456,-71,-37.765957446808514
ImgROI_1030_Tile_00_Date_20240603.tif,6.939316189769768,6.910197193831195,6.181619327368422,208,330165,7.60068642669534,7.587005004656144,7.626461073442226,188,301182,0,0.0,-0.6613702369255723,-0.6768078108249496,-1.444841746073804,-20,-9.615384615384617
ImgROI_1031_Tile_00_Date_20240603.tif,10.616270086576913,10.41426135548258,10.376546618834851,2,2395,0.0518759625884914,0.0518759625884914,0.0518759625884914,2,111,234723,89.54,10.564394123988421,10.362385392894089,10.32467065624636,0,0.0
ImgROI_1032_Tile_00_Date_20240603.tif,10.06129024193311,9.834079263084543,9.64815094002864,17,9925,3.064396323142841,3.0236351917128275,3.399975896041404,46,41950,164875,62.89,6.996893918790269,6.810444071371716,6.248175043987235,29,170.58823529411765
ImgROI_1033_Tile_00_Date_20240603.tif,10.969727854772431,10.73662273863816,10.736739908220422,41,28420,0.0518759625884914,0.0518759625884914,0.0518759625884914,7,947,221582,84.53,10.91785189218394,10.684746776049668,10.68486394563193,-34,-82.92682926829268
ImgROI_1034_Tile_00_Date_20240603.tif,8.726044022133012,8.528408492220489,8.213947518139504,157,151463,3.5539528615592304,3.568429746709638,3.534053565903486,124,107145,56998,21.74,5.172091160573782,4.959978745510851,4.679893952236018,-33,-21.019108280254777
ImgROI_1035_Tile_00_Date_20240603.tif,8.237387409066642,8.011887750920083,8.088699510934012,34,17476,0.2616229804816734,0.2780429720202486,0.2819492220202486,3,143,20332,7.76,7.975764428584968,7.733844778899835,7.806750288913763,-31,-91.17647058823529
