,img_name,total_objects,total_area
0,ImgROI_0_Tile_00_Date_20240603.tif,16,22788
1,ImgROI_1000_Tile_00_Date_20240603.tif,10,13207
2,ImgROI_1001_Tile_00_Date_20240603.tif,8,263880
3,ImgROI_1002_Tile_00_Date_20240603.tif,9,8806
4,ImgROI_1003_Tile_00_Date_20240603.tif,14,85990
5,ImgROI_1004_Tile_00_Date_20240603.tif,13,221250
6,ImgROI_1005_Tile_00_Date_20240603.tif,10,328248
7,ImgROI_1006_Tile_00_Date_20240603.tif,6,45317
8,ImgROI_1007_Tile_00_Date_20240603.tif,48,45085
9,ImgROI_1008_Tile_00_Date_20240603.tif,10,233246
10,ImgROI_1009_Tile_00_Date_20240603.tif,18,224697
11,ImgROI_100_Tile_00_Date_20240603.tif,130,361035
12,ImgROI_1010_Tile_00_Date_20240603.tif,12,383745
13,ImgROI_1011_Tile_00_Date_20240603.tif,0,0
14,ImgROI_1012_Tile_00_Date_20240603.tif,4,1789
15,ImgROI_1013_Tile_00_Date_20240603.tif,2,19248
16,ImgROI_1014_Tile_00_Date_20240603.tif,20,33238
17,ImgROI_1015_Tile_00_Date_20240603.tif,91,236618
18,ImgROI_1016_Tile_00_Date_20240603.tif,52,127703
19,ImgROI_1017_Tile_00_Date_20240603.tif,116,345508
20,ImgROI_1018_Tile_00_Date_20240603.tif,3,2912
21,ImgROI_1019_Tile_00_Date_20240603.tif,37,122060
22,ImgROI_101_Tile_00_Date_20240603.tif,31,13145
23,ImgROI_1020_Tile_00_Date_20240603.tif,19,13167
24,ImgROI_1021_Tile_00_Date_20240603.tif,48,68019
25,ImgROI_1022_Tile_00_Date_20240603.tif,117,184888
26,ImgROI_1023_Tile_00_Date_20240603.tif,72,363731
27,ImgROI_1024_Tile_00_Date_20240603.tif,221,220778
28,ImgROI_1025_Tile_00_Date_20240603.tif,83,222212
29,ImgROI_1026_Tile_00_Date_20240603.tif,14,21102
30,ImgROI_1027_Tile_00_Date_20240603.tif,39,74393
31,ImgROI_1028_Tile_00_Date_20240603.tif,122,374881
32,ImgROI_1029_Tile_00_Date_20240603.tif,69,171966
33,ImgROI_102_Tile_00_Date_20240603.tif,119,580586
34,ImgROI_1030_Tile_00_Date_20240603.tif,186,300925
35,ImgROI_1031_Tile_00_Date_20240603.tif,20,15223
36,ImgROI_1032_Tile_00_Date_20240603.tif,11,8641
37,ImgROI_1033_Tile_00_Date_20240603.tif,36,29470
38,ImgROI_1034_Tile_00_Date_20240603.tif,111,213520
39,ImgROI_1035_Tile_00_Date_20240603.tif,16,8225
40,ImgROI_1036_Tile_00_Date_20240603.tif,347,542534
41,ImgROI_1037_Tile_00_Date_20240603.tif,234,450042
42,ImgROI_1038_Tile_00_Date_20240603.tif,137,168531
43,ImgROI_1039_Tile_00_Date_20240603.tif,123,68040
44,ImgROI_103_Tile_00_Date_20240603.tif,120,625157
45,ImgROI_1040_Tile_00_Date_20240603.tif,223,91106
46,ImgROI_1041_Tile_00_Date_20240603.tif,589,537244
47,ImgROI_1042_Tile_00_Date_20240603.tif,50,163686
48,ImgROI_1043_Tile_00_Date_20240603.tif,263,119141
49,ImgROI_1044_Tile_00_Date_20240603.tif,52,127350
50,ImgROI_1045_Tile_00_Date_20240603.tif,32,43110
51,ImgROI_1046_Tile_00_Date_20240603.tif,90,129851
52,ImgROI_1047_Tile_00_Date_20240603.tif,122,149263
53,ImgROI_1048_Tile_00_Date_20240603.tif,249,355008
54,ImgROI_1049_Tile_00_Date_20240603.tif,154,412982
55,ImgROI_104_Tile_00_Date_20240603.tif,39,8030
56,ImgROI_1050_Tile_00_Date_20240603.tif,0,0
57,ImgROI_1051_Tile_00_Date_20240603.tif,40,24131
58,ImgROI_1052_Tile_00_Date_20240603.tif,60,40107
59,ImgROI_1053_Tile_00_Date_20240603.tif,268,461903
60,ImgROI_1054_Tile_00_Date_20240603.tif,374,339952
61,ImgROI_1055_Tile_00_Date_20240603.tif,64,194535
62,ImgROI_1056_Tile_00_Date_20240603.tif,61,144340
63,ImgROI_1057_Tile_00_Date_20240603.tif,241,443063
64,ImgROI_1058_Tile_00_Date_20240603.tif,12,3080
65,ImgROI_1059_Tile_00_Date_20240603.tif,399,296461
66,ImgROI_105_Tile_00_Date_20240603.tif,17,342331
67,ImgROI_1060_Tile_00_Date_20240603.tif,55,10414
68,ImgROI_1061_Tile_00_Date_20240603.tif,171,170877
69,ImgROI_1062_Tile_00_Date_20240603.tif,679,525624
70,ImgROI_1063_Tile_00_Date_20240603.tif,313,101475
71,ImgROI_1064_Tile_00_Date_20240603.tif,196,217412
72,ImgROI_1065_Tile_00_Date_20240603.tif,96,397440
