,img_name,total_objects,total_area
0,ImgROI_0_Tile_00_Date_20240603.tif,70,71577
1,ImgROI_1000_Tile_00_Date_20240603.tif,8,9540
2,ImgROI_1001_Tile_00_Date_20240603.tif,8,264342
3,ImgROI_1002_Tile_00_Date_20240603.tif,20,3760
4,ImgROI_1003_Tile_00_Date_20240603.tif,21,52223
5,ImgROI_1004_Tile_00_Date_20240603.tif,20,249424
6,ImgROI_1005_Tile_00_Date_20240603.tif,10,328248
7,ImgROI_1006_Tile_00_Date_20240603.tif,34,53505
8,ImgROI_1007_Tile_00_Date_20240603.tif,114,70211
9,ImgROI_1008_Tile_00_Date_20240603.tif,22,242781
10,ImgROI_1009_Tile_00_Date_20240603.tif,21,210202
11,ImgROI_100_Tile_00_Date_20240603.tif,143,160281
12,ImgROI_1010_Tile_00_Date_20240603.tif,12,383745
13,ImgROI_1011_Tile_00_Date_20240603.tif,1,41
14,ImgROI_1012_Tile_00_Date_20240603.tif,5,2215
15,ImgROI_1013_Tile_00_Date_20240603.tif,2,19258
16,ImgROI_1014_Tile_00_Date_20240603.tif,25,44143
17,ImgROI_1015_Tile_00_Date_20240603.tif,95,225733
18,ImgROI_1016_Tile_00_Date_20240603.tif,61,124449
19,ImgROI_1017_Tile_00_Date_20240603.tif,116,345508
20,ImgROI_1018_Tile_00_Date_20240603.tif,4,2604
21,ImgROI_1019_Tile_00_Date_20240603.tif,38,123403
22,ImgROI_101_Tile_00_Date_20240603.tif,92,44512
23,ImgROI_1020_Tile_00_Date_20240603.tif,17,21673
24,ImgROI_1021_Tile_00_Date_20240603.tif,48,145533
25,ImgROI_1022_Tile_00_Date_20240603.tif,121,235431
26,ImgROI_1023_Tile_00_Date_20240603.tif,86,156633
27,ImgROI_1024_Tile_00_Date_20240603.tif,221,220778
28,ImgROI_1025_Tile_00_Date_20240603.tif,86,279996
29,ImgROI_1026_Tile_00_Date_20240603.tif,14,18588
30,ImgROI_1027_Tile_00_Date_20240603.tif,60,82720
31,ImgROI_1028_Tile_00_Date_20240603.tif,122,374881
32,ImgROI_1029_Tile_00_Date_20240603.tif,69,171878
33,ImgROI_102_Tile_00_Date_20240603.tif,303,327019
34,ImgROI_1030_Tile_00_Date_20240603.tif,186,300925
35,ImgROI_1031_Tile_00_Date_20240603.tif,0,0
36,ImgROI_1032_Tile_00_Date_20240603.tif,88,49481
37,ImgROI_1033_Tile_00_Date_20240603.tif,30,13597
38,ImgROI_1034_Tile_00_Date_20240603.tif,124,216495
39,ImgROI_1035_Tile_00_Date_20240603.tif,5,2174
40,ImgROI_1036_Tile_00_Date_20240603.tif,351,542186
41,ImgROI_1037_Tile_00_Date_20240603.tif,234,433093
42,ImgROI_1038_Tile_00_Date_20240603.tif,96,38639
43,ImgROI_1039_Tile_00_Date_20240603.tif,67,11145
44,ImgROI_103_Tile_00_Date_20240603.tif,152,240319
45,ImgROI_1040_Tile_00_Date_20240603.tif,235,256758
46,ImgROI_1041_Tile_00_Date_20240603.tif,576,522419
47,ImgROI_1042_Tile_00_Date_20240603.tif,102,97150
48,ImgROI_1043_Tile_00_Date_20240603.tif,250,105225
49,ImgROI_1044_Tile_00_Date_20240603.tif,64,119075
50,ImgROI_1045_Tile_00_Date_20240603.tif,66,46709
51,ImgROI_1046_Tile_00_Date_20240603.tif,83,53880
52,ImgROI_1047_Tile_00_Date_20240603.tif,138,342939
53,ImgROI_1048_Tile_00_Date_20240603.tif,249,355008
54,ImgROI_1049_Tile_00_Date_20240603.tif,153,406164
55,ImgROI_104_Tile_00_Date_20240603.tif,123,22138
56,ImgROI_1050_Tile_00_Date_20240603.tif,0,0
57,ImgROI_1051_Tile_00_Date_20240603.tif,81,23434
58,ImgROI_1052_Tile_00_Date_20240603.tif,54,57885
59,ImgROI_1053_Tile_00_Date_20240603.tif,276,465364
60,ImgROI_1054_Tile_00_Date_20240603.tif,375,339404
61,ImgROI_1055_Tile_00_Date_20240603.tif,76,214994
62,ImgROI_1056_Tile_00_Date_20240603.tif,112,87637
63,ImgROI_1057_Tile_00_Date_20240603.tif,232,428731
64,ImgROI_1058_Tile_00_Date_20240603.tif,27,16626
65,ImgROI_1059_Tile_00_Date_20240603.tif,399,296461
66,ImgROI_105_Tile_00_Date_20240603.tif,20,343022
67,ImgROI_1060_Tile_00_Date_20240603.tif,72,9690
68,ImgROI_1061_Tile_00_Date_20240603.tif,161,158497
69,ImgROI_1062_Tile_00_Date_20240603.tif,669,490278
70,ImgROI_1063_Tile_00_Date_20240603.tif,275,89180
71,ImgROI_1064_Tile_00_Date_20240603.tif,181,69356
72,ImgROI_1065_Tile_00_Date_20240603.tif,97,383483
73,ImgROI_1066_Tile_00_Date_20240603.tif,7,1119
74,ImgROI_1067_Tile_00_Date_20240603.tif,21,46705
75,ImgROI_1068_Tile_00_Date_20240603.tif,42,78910
76,ImgROI_1069_Tile_00_Date_20240603.tif,145,378849
