name,raw_R_entropy,raw_G_entropy,raw_B_entropy,raw_total_objects,raw_total_area,masked_R_entropy,masked_G_entropy,masked_B_entropy,masked_total_objects,masked_total_area,cloud_area,cloud_percentage,R_entropy_diff,G_entropy_diff,B_entropy_diff,total_objects_diff,delta_no
ImgROI_0_Tile_00_Date_20240603.tif,7.955149541643375,7.672452671313777,7.386339114530689,45,32792,7.833642073974848,7.832153314275863,7.852936273722229,45,32703,0,0.0,0.12150746766852727,-0.1597006429620862,-0.4665971591915392,0,0.0
ImgROI_1000_Tile_00_Date_20240603.tif,8.552266797495488,8.182454036893029,7.8626736801189,13,11103,7.035135323637594,7.0786359850038645,7.119069244483421,18,22581,37690,14.38,1.5171314738578934,1.1038180518891645,0.7436044356354792,5,38.46153846153847
ImgROI_1001_Tile_00_Date_20240603.tif,7.13226564476935,6.3734691355809545,5.917983426807323,29,272295,6.657724271924752,6.736443472840001,6.751603845625848,29,272295,0,0.0,0.4745413728445982,-0.3629743372590468,-0.8336204188185246,0,0.0
ImgROI_1002_Tile_00_Date_20240603.tif,9.598939287283429,9.476136190807686,9.5137504470277,0,0,1.23002233135084,1.1929931202686015,1.2190932444736629,20,16198,243103,92.74,8.368916955932589,8.283143070539085,8.294657202554037,20,0.0
ImgROI_1003_Tile_00_Date_20240603.tif,9.712341944949944,9.416096095382729,9.207639039193708,34,44287,4.594373473038412,4.544399018333265,4.621150436390431,38,144348,104406,39.83,5.117968471911532,4.871697077049464,4.586488602803277,4,11.76470588235294
ImgROI_1004_Tile_00_Date_20240603.tif,9.397921461446336,9.030328078465452,8.773413510466353,21,40940,4.483690054870079,4.494096053045627,4.490084046663814,25,266576,48016,18.32,4.914231406576256,4.5362320254198245,4.28332946380254,4,19.047619047619047
ImgROI_1005_Tile_00_Date_20240603.tif,7.37610393554302,6.378028499641698,6.168463613523666,35,269685,6.710188715530514,6.6410886025194245,6.711219530586205,35,269685,0,0.0,0.6659152200125051,-0.2630601028777262,-0.5427559170625393,0,0.0
ImgROI_1006_Tile_00_Date_20240603.tif,10.00893341780381,9.860906943907338,9.875966896446023,4,1441,2.572607719532252,2.5928087725548448,2.614538592105596,16,47513,209504,79.92,7.436325698271558,7.268098171352493,7.261428304340427,12,300.0
ImgROI_1007_Tile_00_Date_20240603.tif,10.319753769366477,9.99306246804255,9.873288258406262,28,30313,5.1604713474984845,5.21728898337743,5.21363892612924,66,84405,136139,51.93,5.159282421867992,4.7757734846651205,4.659649332277022,38,135.71428571428572
ImgROI_1008_Tile_00_Date_20240603.tif,9.567298641000283,9.142011882135558,8.913921316293292,31,35888,7.019507889705092,7.054478943218967,7.076644634931196,53,66663,85879,32.76,2.5477907512951914,2.08753293891659,1.8372766813620958,22,70.96774193548387
ImgROI_1009_Tile_00_Date_20240603.tif,9.35085478734521,8.921209975716968,8.672904131609073,47,54869,7.870808037194662,7.842889214191509,7.86079342044645,69,71575,65333,24.92,1.4800467501505477,1.0783207615254584,0.8121107111626227,22,46.808510638297875
ImgROI_100_Tile_00_Date_20240603.tif,9.020237459983694,8.46271115637007,8.182924086060217,213,300384,6.717283980245656,6.7263500779730405,6.696122851688353,201,223743,10202,3.89,2.3029534797380373,1.736361078397029,1.486801234371864,-12,-5.633802816901409
ImgROI_1010_Tile_00_Date_20240603.tif,6.591991628920471,5.817659807638775,5.42881825789058,43,348879,6.472856283942402,6.5168195016549175,6.466284198834921,43,348879,0,0.0,0.11913534497806921,-0.6991596940161422,-1.0374659409443412,0,0.0
ImgROI_1011_Tile_00_Date_20240603.tif,7.993902350785449,7.728476635517273,7.667562365596103,2,438,6.813858088376642,6.810718879331455,6.771529820366133,1,176,37354,14.25,1.1800442624088072,0.9177577561858179,0.8960325452299696,-1,-50.0
ImgROI_1012_Tile_00_Date_20240603.tif,9.849181046990308,9.543301607031978,9.424718204113317,22,12901,2.8650052974481297,2.9394921362580884,2.9231571400859644,49,68471,144995,55.31,6.984175749542178,6.603809470773889,6.501561064027353,27,122.72727272727273
