,img_name,total_objects,total_area
0,ImgROI_0_Tile_00_Date_20240603.tif,106,122005
1,ImgROI_1000_Tile_00_Date_20240603.tif,39,15521
2,ImgROI_1001_Tile_00_Date_20240603.tif,4,259733
3,ImgROI_1002_Tile_00_Date_20240603.tif,1,6
4,ImgROI_1003_Tile_00_Date_20240603.tif,84,36520
5,ImgROI_1004_Tile_00_Date_20240603.tif,75,23706
6,ImgROI_1005_Tile_00_Date_20240603.tif,10,328248
7,ImgROI_1006_Tile_00_Date_20240603.tif,24,13037
8,ImgROI_1007_Tile_00_Date_20240603.tif,61,8783
9,ImgROI_1008_Tile_00_Date_20240603.tif,53,216119
10,ImgROI_1009_Tile_00_Date_20240603.tif,35,208687
11,ImgROI_100_Tile_00_Date_20240603.tif,167,361652
12,ImgROI_1010_Tile_00_Date_20240603.tif,12,383745
13,ImgROI_1011_Tile_00_Date_20240603.tif,10,1012
14,ImgROI_1012_Tile_00_Date_20240603.tif,79,18430
15,ImgROI_1013_Tile_00_Date_20240603.tif,4,22391
16,ImgROI_1014_Tile_00_Date_20240603.tif,42,34540
17,ImgROI_1015_Tile_00_Date_20240603.tif,115,232845
18,ImgROI_1016_Tile_00_Date_20240603.tif,67,112116
19,ImgROI_1017_Tile_00_Date_20240603.tif,116,345508
20,ImgROI_1018_Tile_00_Date_20240603.tif,14,9304
21,ImgROI_1019_Tile_00_Date_20240603.tif,53,116732
22,ImgROI_101_Tile_00_Date_20240603.tif,68,12957
23,ImgROI_1020_Tile_00_Date_20240603.tif,22,13470
24,ImgROI_1021_Tile_00_Date_20240603.tif,116,138262
25,ImgROI_1022_Tile_00_Date_20240603.tif,147,206295
26,ImgROI_1023_Tile_00_Date_20240603.tif,86,198190
27,ImgROI_1024_Tile_00_Date_20240603.tif,221,220816
28,ImgROI_1025_Tile_00_Date_20240603.tif,88,230339
29,ImgROI_1026_Tile_00_Date_20240603.tif,30,20255
30,ImgROI_1027_Tile_00_Date_20240603.tif,63,67283
31,ImgROI_1028_Tile_00_Date_20240603.tif,122,374881
32,ImgROI_1029_Tile_00_Date_20240603.tif,68,162969
33,ImgROI_102_Tile_00_Date_20240603.tif,182,287901
34,ImgROI_1030_Tile_00_Date_20240603.tif,189,298925
35,ImgROI_1031_Tile_00_Date_20240603.tif,0,0
36,ImgROI_1032_Tile_00_Date_20240603.tif,27,4699
37,ImgROI_1033_Tile_00_Date_20240603.tif,6,1605
