name,raw_R_entropy,raw_G_entropy,raw_B_entropy,raw_total_objects,raw_total_area,masked_R_entropy,masked_G_entropy,masked_B_entropy,masked_total_objects,masked_total_area,cloud_area,cloud_percentage,R_entropy_diff,G_entropy_diff,B_entropy_diff,total_objects_diff,delta_no
ImgROI_0_Tile_00_Date_20240603.tif,7.955149541643375,7.672452671313777,7.386339114530689,45,32792,7.079844004959854,7.195032348182748,7.190444612769825,57,50817,0,0.0,0.8753055366835207,0.477420323131029,0.19589450176086398,12,26.666666666666668
ImgROI_1000_Tile_00_Date_20240603.tif,8.552266797495488,8.182454036893029,7.8626736801189,13,11103,7.035135323637594,7.0786359850038645,7.119069244483421,8,10754,37690,14.38,1.5171314738578934,1.1038180518891645,0.7436044356354792,-5,-38.46153846153847
ImgROI_1001_Tile_00_Date_20240603.tif,7.13226564476935,6.3734691355809545,5.917983426807323,29,272295,6.657724271924752,6.736443472840001,6.751603845625848,6,260500,0,0.0,0.4745413728445982,-0.3629743372590468,-0.8336204188185246,-23,-79.3103448275862
ImgROI_1002_Tile_00_Date_20240603.tif,9.598939287283429,9.476136190807686,9.5137504470277,0,0,0.6143640735825012,0.5152171609559523,0.5354806561531276,16,8559,243103,92.74,8.984575213700927,8.960919029851734,8.978269790874572,16,0.0
ImgROI_1003_Tile_00_Date_20240603.tif,9.712341944949944,9.416096095382729,9.207639039193708,34,44287,4.564031240380561,4.587202421379078,4.682176225758275,16,82162,104406,39.83,5.148310704569384,4.828893674003651,4.525462813435433,-18,-52.94117647058824
ImgROI_1004_Tile_00_Date_20240603.tif,9.397921461446336,9.030328078465452,8.773413510466353,21,40940,3.378872649872521,3.3959825013307983,3.5302691079911197,12,237278,48016,18.32,6.019048811573814,5.634345577134654,5.243144402475234,-9,-42.857142857142854
ImgROI_1005_Tile_00_Date_20240603.tif,7.37610393554302,6.378028499641698,6.168463613523666,35,269685,6.710188715530514,6.6410886025194245,6.711219530586205,10,328248,0,0.0,0.6659152200125051,-0.2630601028777262,-0.5427559170625393,-25,-71.42857142857143
ImgROI_1006_Tile_00_Date_20240603.tif,10.00893341780381,9.860906943907338,9.875966896446023,4,1441,2.494825835318541,2.487063803330497,2.5731718019376277,22,46560,209504,79.92,7.514107582485269,7.373843140576842,7.3027950945083955,18,450.0
ImgROI_1007_Tile_00_Date_20240603.tif,10.319753769366477,9.99306246804255,9.873288258406262,28,30313,4.142881303358188,4.164549003493217,4.124945351447699,87,63867,136139,51.93,6.176872466008288,5.828513464549333,5.748342906958563,59,210.71428571428572
ImgROI_1008_Tile_00_Date_20240603.tif,9.567298641000283,9.142011882135558,8.913921316293292,31,35888,7.022088171643508,7.054068292852068,7.075472527856175,15,220722,85879,32.76,2.5452104693567748,2.0879435892834897,1.838448788437117,-16,-51.61290322580645
