name,raw_R_entropy,raw_G_entropy,raw_B_entropy,raw_total_objects,raw_total_area,masked_R_entropy,masked_G_entropy,masked_B_entropy,masked_total_objects,masked_total_area,cloud_area,cloud_percentage,R_entropy_diff,G_entropy_diff,B_entropy_diff,total_objects_diff,delta_no
ImgROI_0_Tile_00_Date_20240603.tif,7.955149541643375,7.672452671313777,7.386339114530689,45,32792,7.833642073974848,7.832153314275863,7.852936273722229,45,32792,0,0.0,0.12150746766852727,-0.1597006429620862,-0.4665971591915392,0,0.0
ImgROI_1000_Tile_00_Date_20240603.tif,8.552266797495488,8.182454036893029,7.8626736801189,13,11103,7.035135323637594,7.0786359850038645,7.119069244483421,14,13738,37690,14.38,1.5171314738578934,1.1038180518891645,0.7436044356354792,1,7.6923076923076925
ImgROI_1001_Tile_00_Date_20240603.tif,7.13226564476935,6.3734691355809545,5.917983426807323,29,272295,6.657724271924752,6.736443472840001,6.751603845625848,29,272295,0,0.0,0.4745413728445982,-0.3629743372590468,-0.8336204188185246,0,0.0
ImgROI_1002_Tile_00_Date_20240603.tif,9.598939287283429,9.476136190807686,9.5137504470277,0,0,3.706957279257407,3.6640589845540856,3.6147834155816274,3,3299,243103,92.74,5.891982008026021,5.812077206253601,5.898967031446073,3,0.0
ImgROI_1003_Tile_00_Date_20240603.tif,9.712341944949944,9.416096095382729,9.207639039193708,34,44287,4.934195438943256,4.887004628499066,4.956275914566398,40,65583,104406,39.83,4.7781465060066886,4.529091466883663,4.25136312462731,6,17.647058823529413
ImgROI_1004_Tile_00_Date_20240603.tif,9.397921461446336,9.030328078465452,8.773413510466353,21,40940,4.755901134020537,4.757729842573292,4.759585673630215,24,270272,48016,18.32,4.642020327425799,4.2725982358921595,4.013827836836138,3,14.285714285714285
ImgROI_1005_Tile_00_Date_20240603.tif,7.37610393554302,6.378028499641698,6.168463613523666,35,269685,6.710188715530514,6.6410886025194245,6.711219530586205,35,269685,0,0.0,0.6659152200125051,-0.2630601028777262,-0.5427559170625393,0,0.0
ImgROI_1006_Tile_00_Date_20240603.tif,10.00893341780381,9.860906943907338,9.875966896446023,4,1441,2.746654506466323,2.764640065050056,2.785252426254014,3,50454,209504,79.92,7.2622789113374875,7.096266878857282,7.090714470192009,-1,-25.0
ImgROI_1007_Tile_00_Date_20240603.tif,10.319753769366477,9.99306246804255,9.873288258406262,28,30313,5.062910137782571,5.08065089932983,5.06186000844069,52,178007,136139,51.93,5.256843631583906,4.912411568712721,4.811428249965572,24,85.71428571428571
ImgROI_1008_Tile_00_Date_20240603.tif,9.567298641000283,9.142011882135558,8.913921316293292,31,35888,7.019507889705092,7.057101704179623,7.08885484814875,28,237423,85879,32.76,2.5477907512951914,2.0849101779559343,1.8250664681445423,-3,-9.67741935483871
ImgROI_1009_Tile_00_Date_20240603.tif,9.35085478734521,8.921209975716968,8.672904131609073,47,54869,7.9437262369029185,7.917898026072222,7.9271199696585795,52,375898,65333,24.92,1.407128550442291,1.003311949644746,0.7457841619504935,5,10.638297872340425
ImgROI_100_Tile_00_Date_20240603.tif,9.020237459983694,8.46271115637007,8.182924086060217,213,300384,7.819483100610996,7.519939849449156,7.327114733987327,214,300125,10202,3.89,1.2007543593726977,0.9427713069209132,0.8558093520728898,1,0.4694835680751174
ImgROI_1010_Tile_00_Date_20240603.tif,6.591991628920471,5.817659807638775,5.42881825789058,43,348879,6.472856283942402,6.5168195016549175,6.466284198834921,43,348879,0,0.0,0.11913534497806921,-0.6991596940161422,-1.0374659409443412,0,0.0
ImgROI_1011_Tile_00_Date_20240603.tif,7.993902350785449,7.728476635517273,7.667562365596103,2,438,6.813858088376642,6.810718879331455,6.771529820366133,2,436,37354,14.25,1.1800442624088072,0.9177577561858179,0.8960325452299696,0,0.0
ImgROI_1012_Tile_00_Date_20240603.tif,9.849181046990308,9.543301607031978,9.424718204113317,22,12901,2.70921357909586,2.7542406983467065,2.851585373109547,25,47743,144995,55.31,7.139967467894449,6.789060908685272,6.57313283100377,3,13.636363636363635
ImgROI_1013_Tile_00_Date_20240603.tif,6.929479983257041,6.44830014194268,6.028421892670558,10,21874,6.599281446878777,6.584906413361172,6.594526040824647,10,21874,6659,2.54,0.3301985363782638,-0.1366062714184917,-0.5661041481540892,0,0.0
ImgROI_1014_Tile_00_Date_20240603.tif,9.106215178889348,8.731943797226648,8.39787463935053,35,45530,7.570465549176813,7.584085594011438,7.615244524775415,41,87194,75834,28.93,1.5357496297125355,1.1478582032152103,0.7826301145751149,6,17.142857142857142
ImgROI_1015_Tile_00_Date_20240603.tif,8.608061820304071,7.787574079569628,7.470659081324715,96,221242,7.900821514470643,7.920233799114055,7.916051262709389,94,216445,35834,13.67,0.7072403058334285,-0.13265971954442612,-0.4453921813846735,-2,-2.083333333333333
ImgROI_1016_Tile_00_Date_20240603.tif,8.600411210933652,8.143313782880911,7.88479825349881,67,148030,7.505090658566299,7.519600888376768,7.553377872961726,63,144676,76633,29.23,1.0953205523673528,0.623712894504143,0.3314203805370841,-4,-5.970149253731343
