name,raw_R_entropy,raw_G_entropy,raw_B_entropy,raw_total_objects,raw_total_area
ImgROI_0_Tile_00_Date_20240603.tif,8.666292990521285,8.613921771087387,7.995632786485825,28,82754
ImgROI_0_Tile_00_Date_20240608.tif,8.612544310831067,8.692013906817454,8.021396571296485,25,81664
ImgROI_0_Tile_00_Date_20240613.tif,8.229535214010983,7.9693022510988305,7.428288023289741,33,85613
ImgROI_0_Tile_00_Date_20240618.tif,8.236620345168031,8.052459495261358,7.438781150707197,33,86850
ImgROI_0_Tile_00_Date_20240623.tif,8.379304924804243,8.452377084059956,8.39319166695468,0,0
ImgROI_0_Tile_00_Date_20240628.tif,8.177486727391505,7.943750519806873,7.347313801027872,33,86242
ImgROI_0_Tile_00_Date_20240703.tif,9.636659116738622,9.554658708258698,9.490170978139302,0,0
ImgROI_0_Tile_00_Date_20240708.tif,8.505476951349516,8.031436310511477,7.599959640290005,33,85716
ImgROI_0_Tile_00_Date_20240713.tif,8.698173641409536,7.934003126967122,7.702427127518584,30,84681
ImgROI_0_Tile_00_Date_20240718.tif,9.576485032797661,8.960693984288149,8.752218800471036,25,84292
ImgROI_0_Tile_00_Date_20240723.tif,8.937402062379036,7.831283695729225,7.735188306572477,35,87131
ImgROI_0_Tile_00_Date_20240728.tif,9.800057870681814,9.262494900994504,9.014262165359147,28,89138
ImgROI_0_Tile_00_Date_20240802.tif,9.087361487522204,7.953687942580113,7.913788930174959,36,86969
ImgROI_0_Tile_00_Date_20240807.tif,9.182066837385134,8.078407687731707,8.101687218870557,36,89083
ImgROI_0_Tile_00_Date_20240812.tif,10.557041712210381,10.239264740081575,10.060248540429013,16,11049
ImgROI_0_Tile_00_Date_20240817.tif,8.996388781467987,7.92017002091942,7.871266498769081,36,120352
ImgROI_0_Tile_00_Date_20240822.tif,10.49780792162092,10.353059094488223,10.250521917187982,19,7153
ImgROI_0_Tile_00_Date_20240827.tif,8.862701356892922,7.918277239705356,7.808776438628365,32,108643
ImgROI_0_Tile_00_Date_20240901.tif,8.900342899072465,8.207515539202177,8.047839564803924,37,107998
ImgROI_0_Tile_00_Date_20240906.tif,8.73254442365225,8.263162435394435,8.078921746997546,35,112000
ImgROI_0_Tile_00_Date_20240911.tif,8.74070852443099,8.301835468642775,8.10675467802023,36,108771
ImgROI_0_Tile_00_Date_20240916.tif,8.601535499116043,8.198899277670249,7.960130194447267,33,112351
ImgROI_0_Tile_00_Date_20240921.tif,8.195267113441439,7.642488660771454,7.24480877506252,30,115280
ImgROI_0_Tile_00_Date_20240926.tif,8.687721741753684,8.380898858893099,8.176133121139726,34,112888
ImgROI_0_Tile_01_Date_20240603.tif,9.895919237633274,9.66412783208477,9.159364361813429,58,50017
ImgROI_0_Tile_01_Date_20240608.tif,10.152104721889692,9.855484770661269,9.704747150178958,37,20210
ImgROI_0_Tile_01_Date_20240613.tif,9.185846306686969,8.532808278360573,8.396463043801774,37,20768
ImgROI_0_Tile_01_Date_20240618.tif,9.780607584438927,9.452848758041206,8.953229815607001,58,59624
ImgROI_0_Tile_01_Date_20240623.tif,9.149600498121995,9.182249121574303,9.221758227223718,0,0
ImgROI_0_Tile_01_Date_20240628.tif,9.460983991490249,8.931860316586853,8.395489561089633,73,76017
ImgROI_0_Tile_01_Date_20240703.tif,10.058315287547806,9.98860192719575,10.048842032899765,1,85
ImgROI_0_Tile_01_Date_20240708.tif,9.57926065149333,9.024788933802133,8.502736710250238,76,86421
ImgROI_0_Tile_01_Date_20240713.tif,9.633899787781907,8.991397427485461,8.473413087901768,76,68520
ImgROI_0_Tile_01_Date_20240718.tif,10.030146645963065,9.636602896650917,9.26153664768943,40,49495
ImgROI_0_Tile_01_Date_20240723.tif,9.747486905354032,8.978089788485628,8.525042760553006,81,91698
